app_name,task_desc,hash,original_actions,groundtruth_actions,trimmed_actions,correct_actions,total_actions,precision,all_correct,task_completed,end_correctly,last_action_eval,trimmed_guardian_actions,trimmed_action_evals
camera,use volume button as shutter,c2b4688591cf1f1d7c0406d59dcfd8bb4d1886c54f2bcd9f2e064d0a7c966e0b,16,2,2,0,2,0.0,False,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""Shutter""","[False, False]"
camera,record a short video,d7bde5acb793b78e5728a5ae56c6471d1a387e466b08eb6ba4724dd3067e926e,16,3,3,3,3,1.0,True,True,False,False,"-ACTION 1: touched on button that has text ""Video""
-ACTION 2: touched on button that has content-desc ""Shutter""
-ACTION 3: touched on button that has content-desc ""Shutter""","[True, True, True]"
clock,Set the sorting order for alarms by 'Day and Alarm time',668d431af05d31bed0108a7ea78ea794f656fe312b49a00a4f971956dbef116a,16,4,4,1,4,0.25,False,False,False,False,"-ACTION 1: touched on button that has text ""OK""
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Start week on Sunday""
-ACTION 4: touched on button that has text ""Language""","[True, False, False, False]"
clock,add a new timer of 5:00,9bcdd076f5562c7d4200011ee038d21f4b1fdaab18fdcb11618cd7e505ea2fdb,16,2,2,1,2,0.5,False,True,False,False,"-ACTION 1: touched on button that has text ""Cancel""
-ACTION 2: touched on button that has text ""Timer""","[False, True]"
clock,turn off increase volume gradually,9e3b51da42a981c5ace6b756a9abf81bcc8c9b66ecdab3ce2498aafe76804bd0,16,2,2,0,2,0.0,False,False,False,False,"-ACTION 1: scrolled
-ACTION 2: touched on button that has text ""Clock""","[False, False]"
clock,disable 'start week on sunday',e20ae11f388ec33d188ebc900d886b75baa997d9bcf51c9d9de57bf652e22c34,16,2,2,1,2,0.5,False,True,False,False,"-ACTION 1: scrolled
-ACTION 2: touched on button that has content-desc ""Settings""","[False, True]"
clock,change alarm max reminder duration to 1 minute,ffb6293f8b9360e162200efa7e35a734591d6562d936aaa6c3cf02e9d885d1c9,16,3,3,1,3,0.3333333333333333,False,True,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has text ""Cancel""
-ACTION 3: touched on button that has content-desc ""Settings""","[False, False, True]"
contacts,Change theme color to light,11a062dc6dffce8acf85d276048014f2d7e3789ce92578de394b7d7b52ec1df0,16,7,7,4,7,0.5714285714285714,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: touched on button that has text ""Customize colors""
-ACTION 3: touched on button that has text ""Theme""
-ACTION 4: touched on button that has text ""Light""
-ACTION 5: touched on button that has text ""Text color""
-ACTION 6: filled a focused textfield that has text ""2D2D2D"" with the text ""#FFFFFF""
-ACTION 7: pressed ""BACK"" button to navigate back","[True, True, True, True, False, False, False]"
contacts,Open Bob's information page and call him,4ef98de0b3e59e9e3f5562b8be9646df5cbf517ebd2fbcd6c3c227b8032fa36d,19,2,2,2,2,1.0,True,True,False,False,"-ACTION 1: touched on button that has text ""Contacts""
-ACTION 2: touched on button that has text ""Bob, Stephen""","[True, True]"
contacts,show phone numbers in the list view,cde155cc166f5a0f90ec266cb307b2b6a352c7e49689409c6cb400ff5a355e47,16,3,3,0,3,0.0,False,False,False,False,"-ACTION 1: touched on button that has text ""Bob, Stephen""
-ACTION 2: touched on button that has text ""Bob, Stephen""
-ACTION 3: touched on button that has text ""12345678900""","[False, False, False]"
contacts,"Sort contacts based on ""Date created"" in descending order",e34e28f173cbff72e143303dd7249862009b0653f5be9958fd48b0a03e889140,16,4,4,3,4,0.75,False,True,False,False,"-ACTION 1: touched on button that has text ""Manage shown tabs""
-ACTION 2: touched on button that has content-desc ""Sort by""
-ACTION 3: touched on button that has text ""Date created""
-ACTION 4: touched on button that has text ""Descending""","[False, True, True, True]"
dialer,turn on hide dialpad numbers,068eae978f45a3ab907c1220f0dbf113b89d3023fea067a4391074d27d701ce3,16,3,3,1,3,0.3333333333333333,False,True,False,False,"-ACTION 1: touched on button that has content-desc ""Dialpad""
-ACTION 2: touched on button that has class name ""android.widget.ImageButton""
-ACTION 3: touched on button that has content-desc ""More options""","[False, False, True]"
dialer,Switch custom colors to light and save it,0f81096de2e16d025f271c68ef8748f032784d2289de40284a8230ff84e953f5,16,7,7,6,7,0.8571428571428571,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has text ""Settings""
-ACTION 3: touched on button that has text ""Customize colors""
-ACTION 4: touched on button that has text ""Theme""
-ACTION 5: touched on button that has text ""OK""
-ACTION 6: touched on button that has text ""Custom""
-ACTION 7: touched on button that has text ""Theme""","[True, True, True, True, True, True, False]"
dialer,Sort contacts by first name,2813e21d32a5a7d3eb0eacc7ead08488c1db495d2625c77b8b574020bcdce272,18,4,4,2,4,0.5,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""Sort by""
-ACTION 2: touched on button that has text ""First name""
-ACTION 3: touched on button that has text ""Middle name""
-ACTION 4: touched on button that has text ""Surname""","[True, True, False, False]"
dialer,add contact Alice to favorites,401db5d08189744fa4a86652100f9699225cbe1bf882fe3a81452a10fd9aacbf,20,2,2,1,2,0.5,False,False,False,False,"-ACTION 1: touched on button that has text ""Alice""
-ACTION 2: touched on button that has text ""A","[True, False]"
dialer,call 911,527fae6860e507c2929a14982d10daeda47c779024c5db27e1aa8e7709eed6ab,16,5,5,3,5,0.6,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""Dialpad""
-ACTION 2: touched on button that has content-desc ""Call number""
-ACTION 3: touched on button that has content-desc ""Asterisk""
-ACTION 4: filled a focused textfield that has text ""*"" with the text ""911""
-ACTION 5: touched on button that has resource-id ""dialpad_clear_char""","[True, True, False, True, False]"
dialer,search call history with Bob,e7200d11f657a851cc5fa66db8b77ebe224fd3659dab173ce7106feb0d22e65d,16,2,2,2,2,1.0,True,True,False,False,"-ACTION 1: filled a focused textfield that has text ""Search"" with the text ""Bob""
-ACTION 2: touched on button that has text ""Call History""","[True, True]"
filemanager,change the storage type to sd card,0a43b803ab70c7c324cf211286424b63d841b3ed839a5b6f26c2610db5daf183,16,2,2,0,2,0.0,False,False,False,False,"-ACTION 1: touched on button that has text ""Storage""
-ACTION 2: touched on button that has content-desc ""Settings""","[False, False]"
filemanager,change font size of the File manager app to large,4e8aa6220f79c4c653b1f897a707341049f3e852059a1693409f85387a13c15e,16,4,4,4,4,1.0,True,True,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has text ""Settings""
-ACTION 3: touched on button that has text ""Font size""
-ACTION 4: touched on button that has text ""Large""","[True, True, True, True]"
filemanager,change the theme to light,58d3cd387bfcc544ef6fd9410a902bfae934d4d71a06d88f849852c62aad7b0c,16,7,7,5,7,0.7142857142857143,False,True,False,False,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: touched on button that has text ""Customize colors""
-ACTION 3: touched on button that has text ""Theme""
-ACTION 4: touched on button that has text ""Light""
-ACTION 5: touched on button that has text ""Text color""
-ACTION 6: filled a focused textfield that has text ""2D2D2D"" with the text ""#FFFFFF""
-ACTION 7: touched on button that has text ""OK""","[True, True, True, True, False, False, True]"
filemanager,change pressing 'back' from twice to once to leave the app,fccdc9d115baa0b9962c250df6098a308f6928ba55f7270d18f616ae4370c240,16,3,3,2,3,0.6666666666666666,False,True,False,False,"-ACTION 1: touched on button that has text ""Storage""
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Require pressing Back twice to leave the app""","[False, True, True]"
gallery,"create a folder and name it 'traveling_photos' in the 'DCIM' folder, the folder path is 'Internal/DCIM/'",4b77ebdec67c3f6c122f63fd62ccc7e75b27e1fa129dcd8a013fcbec687da576,16,5,5,4,5,0.8,False,True,False,False,"-ACTION 1: touched on button that has content-desc ""Switch to folder view""
-ACTION 2: touched on button that has text ""DCIM""
-ACTION 3: touched on button that has content-desc ""More options""
-ACTION 4: touched on button that has text ""Create new folder""
-ACTION 5: filled a focused textfield that has text ""Title"" with the text ""traveling_photos""","[False, True, True, True, True]"
gallery,Sort folders in the Gallery app by name in descending order,b59842aa1963b00cc1be82cd8ac17121c62068737e2eafda005f357e7005289c,16,4,4,3,4,0.75,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has text ""Sort by""
-ACTION 3: touched on button that has text ""Name""
-ACTION 4: touched on button that has text ""Path""","[True, True, True, False]"
gallery,Open DCIM folder in gallery app,c59816c49386d6c71afc9a24e2a49cea07ae4775d366637d8a79dcf7dfc4be18,16,1,1,0,1,0.0,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""Switch to folder view""",[False]
gallery,Show all contents in all folders within the gallery app,e13a913558e1841ee0580350128b1459b062c76d9aace09fbf550215850ca283,16,1,1,0,1,0.0,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""Switch to folder view""",[False]
messenger,Switch custom colors to light and save it,0f81096de2e16d025f271c68ef8748f032784d2289de40284a8230ff84e953f5,16,6,6,4,6,0.6666666666666666,False,True,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: touched on button that has content-desc ""Settings""
-ACTION 4: touched on button that has text ""Customize colors""
-ACTION 5: touched on button that has text ""Theme""
-ACTION 6: touched on button that has text ""Custom""","[False, False, True, True, True, True]"
messenger,find messages with Alice,5f8ac37034e45b8fba5ff89adb0da2124375e2af0a86b87a6ed4e3d36e6daa65,16,1,1,0,1,0.0,False,False,False,False,"-ACTION 1: filled a focused textfield that has text ""Search"" with the text ""Alice""",[False]
messenger,view messages with Bob,62c14ac2217b0e4163ef3df119f940838addccc1fd5a77f6f7c223a6659e826e,16,1,1,1,1,1.0,True,True,False,False,"-ACTION 1: touched on button that has text ""Stephen Bob""",[True]
messenger,change the name of the chat with Alice to 'team_discussion',6ca764fb5413b5cfc97e6a8f60b1d5f0a778160e9985517f64f0ee842dbaa5c2,16,6,6,4,6,0.6666666666666666,False,False,False,True,"-ACTION 1: touched on button that has text ""MyDearAlice""
-ACTION 2: touched on button that has content-desc ""More options""
-ACTION 3: touched on button that has text ""Conversation details""
-ACTION 4: touched on button that has text ""MyDearAlice""
-ACTION 5: filled a focused textfield that has text ""MyDearAlice"" with the text ""team_discussion""
-ACTION 6: pressed ""BACK"" button to navigate back","[True, True, True, True, False, False]"
messenger,Mark the chat with Bob as Unread,6e961fb0b09e1f064e3d80231a6c77844b2b0f5e5e0dd20295456b4851409072,16,3,3,3,3,1.0,True,True,False,False,"-ACTION 1: touched on button that has text ""Stephen Bob""
-ACTION 2: touched on button that has content-desc ""More options""
-ACTION 3: touched on button that has text ""Mark as Unread""","[True, True, True]"
musicplayer,set the song to gapless playback,232f72dc95e9f33cbb7c681fe465643a68b1196e4d4dfc0b84261447723a0313,16,3,3,3,3,1.0,True,True,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has text ""Settings""
-ACTION 3: touched on button that has text ""Gapless playback""","[True, True, True]"
musicplayer,"Search for the song ""test1"" and play it",697e357f2456163efe9e4acfd6d6334bb527d636275842f404f504d147f81b1f,16,2,2,1,2,0.5,False,False,False,False,"-ACTION 1: filled a focused textfield that has text ""Search"" with the text ""test1""
-ACTION 2: touched on button that has resource-id ""top_toolbar_search_icon""","[True, False]"
musicplayer,"play the song ""test1"" in the tracks",76138d039d0042ac2789183169d99272b01c0e0dbb7cfb137d6d693c58521430,16,2,2,2,2,1.0,True,True,False,False,"-ACTION 1: touched on button that has text ""Tracks""
-ACTION 2: touched on button that has text ""test1 (1)""","[True, True]"
musicplayer,change the theme of the Music player app to light and save it,b523eec53954918adec8d1e63cbaad7f3852641fb345269b3fb635c2769787ac,16,7,7,5,7,0.7142857142857143,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has text ""Settings""
-ACTION 3: touched on button that has text ""Customize colors""
-ACTION 4: touched on button that has text ""Theme""
-ACTION 5: touched on button that has text ""Light""
-ACTION 6: touched on button that has text ""Text color""
-ACTION 7: filled a focused textfield that has text ""2D2D2D"" with the text ""#FFFFFF""","[True, True, True, True, True, False, False]"
musicplayer,set the sleep timer for five minutes,c645982ae198781922109decb29d494c1a7b378d31829ed1edfda1d830502738,16,3,3,3,3,1.0,True,True,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has text ""Sleep timer""
-ACTION 3: touched on button that has text ""5 minutes""","[True, True, True]"
musicplayer,play 'test1' in recordings and set the loop mode to 'loop the current song',ef11f3bc3f12ccae8b54203dd29c0f4bc5ad85facf2dcb9eb2efe39b6385b3ba,16,4,4,3,4,0.75,False,False,False,False,"-ACTION 1: touched on button that has text ""Recordings""
-ACTION 2: touched on button that has text ""test1""
-ACTION 3: touched on button that has content-desc ""Repeat current song""
-ACTION 4: touched on button that has text ""Next: 2024_09_11_03_29_59""","[True, True, True, False]"
musicplayer,"change the mode to ""Hip Hop""",fe617a743bb3c80e3a57688253bbe289bdf33316dd28921f8235b5153fbb2a16,16,3,3,0,3,0.0,False,False,False,False,"-ACTION 1: touched on button that has text ""Playlists""
-ACTION 2: touched on button that has content-desc ""More options""
-ACTION 3: touched on button that has text ""Settings""","[False, False, False]"
notes,create a checklist named 'test' and sort the items by creating date,412d41054919df21554d8ca270c18495499078c26698b40005adb6e0e9c3cc15,16,9,9,4,9,0.4444444444444444,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""Create a new note""
-ACTION 2: touched on button that has text ""Checklist""
-ACTION 3: touched on button that has text ""Text note""
-ACTION 4: filled a focused textfield that has text ""Label"" with the text ""test""
-ACTION 5: touched on button that has text ""OK""
-ACTION 6: touched on button that has text ""Cancel""
-ACTION 7: touched on button that has content-desc ""Open note""
-ACTION 8: touched on button that has text ""Create a new note""
-ACTION 9: touched on button that has text ""Checklist""","[True, True, False, True, True, False, False, False, False]"
notes,Rename the note 'diary' to 'events',c68435b2423f0142c7901742de1409fc29ddf7d23ad7b49de5c499dc52bdb820,16,4,4,0,4,0.0,False,False,False,False,"-ACTION 1: filled a focused textfield that has text ""NewTextNotetestNewTNewTextNotetestNewTcenteextNotetescenteextNotetest"" with the text ""events""
-ACTION 2: touched on button that has content-desc ""Open note""
-ACTION 3: touched on button that has text ""Text note""
-ACTION 4: filled a focused textfield that has text ""Label"" with the text ""events""","[False, False, False, False]"
notes,Adjust the fontsize of the Notes app to 125%,cef0bd4a2fbe055f9cdb9d4e4ae38029d356963fbe1254d82948c32737f923ea,16,4,4,4,4,1.0,True,True,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has text ""Settings""
-ACTION 3: touched on button that has text ""Font size""
-ACTION 4: touched on button that has text ""125%""","[True, True, True, True]"
voicerecorder,set audio source to microphone,4df35b6d2ae8f861b72e4679d5b913eda79167ffdec5e252ee5dbd46b1fa0913,16,3,3,3,3,1.0,True,True,False,False,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: touched on button that has text ""Audio source""
-ACTION 3: touched on button that has text ""Microphone""","[True, True, True]"
voicerecorder,set extension to mp3,9cf6b86d92700a1d9033f7e37ca413e7ff93b5a8e235ffef9f2349abd8a006bd,16,3,3,3,3,1.0,True,True,False,False,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: touched on button that has text ""Extension""
-ACTION 3: touched on button that has text ""mp3""","[True, True, True]"
voicerecorder,hide the recording notification,bd11e69441385f07834b23b32c89d2830e6bdcb19e360641f6541fc137fc528e,16,2,2,0,2,0.0,False,False,False,False,"-ACTION 1: touched on button that has resource-id ""toggle_recording_button""
-ACTION 2: touched on button that has text ""Player""","[False, False]"
voicerecorder,open 'frequently asked questions',dfd4e95e25de79d4b7e720e0b9c928d622bf70606b30550eaa10f94cbc06730b,16,2,2,0,2,0.0,False,False,False,False,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: pressed ""BACK"" button to navigate back","[False, False]"
