app,task_name,prompt,success,agent_steps,min_steps,max_steps,actions
calendar,calendar_295bcdc4,disable start week on Sunday,True,4,,,"""To find the option to disable starting the week on Sunday, I should look for a settings menu or options related to calendar settings."",""
""To disable the start week on Sunday, I should navigate to the settings."",""
""To change the start week from Sunday, I should tap on the ""Start week on"" option."",""
""To disable starting the week on Sunday, I should select a different day, such as Monday."""
calendar,calendar_346ab5c1,delete all the events in the Calendar app,False,20,,,"""To delete all events, I should first view the events for a specific date. I will start by selecting a date with an event."",""
""To delete an event, I need to access the event details. Since I have already tapped on a date with an event, I should look for an option to delete the event within the event details."",""
""To proceed with deleting the event, I should tap on the event labeled ""Regular event"" to access its details."",""
""To delete the event, I need to access the event details. Since I have already tapped on the event, I should look for an option to delete it, which might be in a menu or settings."",""
""To proceed with deleting the event, I need to find and select the ""Delete"" option. Since it's not visible in the current menu, I should swipe to see more options."",""
""To proceed with deleting the event, I need to find the ""Delete"" option. Since it's not visible, I should swipe up further to reveal more options."",""
""To reveal more options, including the delete option, I should swipe up on the menu."",""
""To proceed with deleting events, I need to swipe up again to reveal more options, as the delete option is not visible yet."",""
""To find the delete option, I need to continue swiping up through the menu."",""
""To find the delete option, I should continue swiping up to reveal more menu options."",""
""To continue searching for the delete option, I should swipe up again to reveal more menu options."",""
""To find the delete option, I should continue swiping up to reveal more menu options."",""
""To find the delete option, I should continue swiping up to reveal more menu options."",""
""To find the delete option, I need to continue swiping up to reveal more menu options."",""
""To find the delete option, I should continue swiping up to reveal more menu options."",""
""To find the delete option, I should continue swiping up to reveal more menu options."",""
""To find the delete option, I should continue swiping up to reveal more menu options."",""
""I need to continue searching for the delete option by swiping up the menu."",""
""To find the delete option, I should continue swiping up to reveal more menu options."",""
""To find the delete option, I should continue swiping up to reveal more menu options."""
calendar,calendar_507cc6d1,add all the contacts anniversaries into Calendar,True,10,,,"""To add a contact's anniversary to the calendar, I should tap the ""+"" button to create a new event."",""
""To add a new event, I should tap the ""Event"" button to proceed with adding the contact anniversaries."",""
""To add a contact anniversary, I should start by entering a title for the event."",""
""To complete the task of adding a contact's anniversary, I need to enter the event name in the Title field."",""
""To add the contact's anniversary, I need to set the correct date for the event. I should tap the start date field to change it."",""
""To set the selected date for the event, I should confirm the date selection by tapping the ""OK"" button."",""
""To complete the task of adding the contact's anniversary, I should set the event to repeat annually."",""
""To set the event to repeat annually, I need to select the ""Yearly"" option."",""
""To complete the task of adding the anniversary to the calendar, I should save the event by tapping the checkmark button."",""
""To add all contacts' anniversaries to the calendar, I should select the ""Contacts Anniversaries"" option."""
calendar,calendar_77b4402a,"add the event of 'VisitParents' on july 30, remind me 1 hour before, save it",True,20,,,"""To add a new event, I should tap the ""+"" button."",""
""To add the event on July 30, I need to tap on the date ""30"" to select it."",""
""To proceed with adding the event details, I need to find and tap on the input field to enter the event name ""VisitParents."""",""
""To add an event, I should tap the ""+"" button to start creating a new event."",""
""To add the event ""VisitParents"" on July 30, I need to navigate to July and select the 30th."",""
""To proceed with adding the event, I need to tap on July 30 to select it."",""
""To proceed with adding the event details, I need to tap on the area where I can enter the event title and details."",""
""To proceed with adding the event details, I need to enter the event name ""VisitParents."""",""
""To set the event for July 30, I need to adjust the date from July 28 to July 30."",""
""To confirm the date selection and proceed with setting the event details, I should tap the ""OK"" button."",""
""To add the event ""VisitParents"" on July 30, I need to tap the ""+"" button to start creating a new event."",""
""To add a new event, I need to tap the ""Event"" button to proceed with creating the event."",""
""To set a reminder for the event, I need to scroll down to find the reminder option."",""
""To locate the reminder option, I should swipe up to reveal more options."",""
""To proceed with setting the reminder, I need to clear the notifications to access the calendar app interface."",""
""To set a reminder, I need to tap the ""All-day"" option to access reminder settings."",""
""To complete the task, I need to save the event by tapping the save button."",""
""To complete the task, I need to save the event by tapping the save button."",""
""To complete the task, I need to save the event by tapping the save button."",""
""To complete the task, I need to save the event by tapping the save button."""
calendar,calendar_913bea2a,export the events to test.ics under DCIM folder,False,20,,,"""To export events, I should look for an option related to exporting or sharing, which might be under a menu or settings option."",""
""To proceed with exporting events, I should select the ""Print"" option, as it might provide options for exporting or saving the calendar data."",""
""To proceed with exporting the events, I should confirm the current settings by tapping ""OK."""",""
""To proceed with exporting events, I should switch to the ""Regular event"" tab to check for any events that can be exported."",""
""To proceed with exporting the events, I should look for an option or menu that allows exporting or saving the events. The menu icon labeled with 5 might provide more options."",""
""To proceed with exporting events, I should select the ""Print"" option from the menu, as it might lead to further export options."",""
""To proceed with exporting the events, I need to confirm the reminder settings by tapping ""OK."""",""
""To export events, I should navigate to the ""Regular event"" tab, as it might contain the events I need to export."",""
""To proceed with exporting events, I should look for an option to export or save the events, possibly through a menu or settings option."",""
""To proceed with exporting events, I should select the appropriate option from the menu. Since the task involves exporting events, I should look for an option related to exporting or saving events. However, none of the visible options seem directly related to exporting. I should explore further options or settings."",""
""To proceed with exporting the events, I should confirm the current settings by tapping ""OK."""",""
""To proceed with exporting events, I should switch to the ""Regular event"" tab to access the events that need to be exported."",""
""To proceed with exporting the events, I should look for an option to export or share the calendar events. This might be accessible through a menu or settings option."",""
""To export the events, I should select the ""Print"" option, which might lead to export options."",""
""To proceed with exporting the events, I need to confirm the current settings by tapping ""OK."""",""
""To proceed with exporting events, I should tap on the ""Regular event"" tab to access the events that need to be exported."",""
""To proceed with exporting the events, I should switch to the ""Birthdays"" tab to ensure all events are included."",""
""To proceed with exporting the events, I need to ensure that the events are not filtered out. I should tap on the filter icon to adjust the settings."",""
""To proceed with exporting the events, I should confirm the selection by tapping ""OK."""",""
""To proceed with exporting the events, I should switch back to the ""Regular event"" tab."""
calendar,calendar_a51a8fec,Add the holidays of United States to the calendar,True,9,,,"""To add the holidays of the United States to the calendar, I should tap the ""+"" button to see if it provides an option to add a new calendar or import holidays."",""
""To add the holidays of the United States, I should look for an option related to adding holidays or a settings menu that might allow importing holiday calendars."",""
""To add the holidays of the United States to the calendar, I should tap the ""Add holidays"" option."",""
""To add the holidays, I should confirm the action by tapping the ""OK"" button."",""
""To add the holidays of the United States to the calendar, I should tap the ""+"" button to access the options for adding holidays."",""
""To add the holidays of the United States to the calendar, I should tap the ""+"" button to proceed with adding an event or holiday."",""
""To add the holidays of the United States, I should enter a relevant title in the Title field."",""
""To complete the task of adding the holidays, I should confirm the event creation by tapping the checkmark icon."",""
""To proceed, I should dismiss the disclaimer by tapping ""OK"" to confirm and continue with the event creation."""
calendar,calendar_accffc40,add all my contacts' birthdays into the calendar,False,20,,,"""To add a contact's birthday to the calendar, I should tap the ""+"" button to create a new event."",""
""To add birthdays to the calendar, I should select the ""Birthdays"" option."",""
""To proceed with adding the birthdays to the calendar, I should confirm the action by tapping the checkmark button."",""
""To add the birthdays, I should enter a relevant title for the event. I will input ""Birthdays"" in the Title field."",""
""To add all contacts' birthdays, I should set the event to repeat annually on the selected date."",""
""To set the date and confirm the selection, I should tap the ""OK"" button."",""
""To ensure the birthdays are added as recurring events, I should set the repetition to ""Annual."""",""
""To set the event for annual repetition, I need to select the ""Yearly"" option."",""
""To complete the task of adding all contacts' birthdays to the calendar, I should save the event."",""
""To add all contacts' birthdays to the calendar, I should tap the ""+"" button to create a new event."",""
""To add a new event for a contact's birthday, I should tap the ""+"" button to proceed."",""
""To add a new event, I should first enter the title for the event. Since the task is to add birthdays, I will enter ""Birthday"" as the title."",""
""To proceed with adding a contact's birthday, I should enter the event title in the Title field."",""
""To add a birthday, I should set the event to be an all-day event."",""
""To complete the task of adding a contact's birthday, I should set the event to repeat annually."",""
""To set the event to repeat annually, I need to select the ""Yearly"" option."",""
""To complete the task of adding the contact's birthday to the calendar, I should save the event."",""
""To add another contact's birthday, I need to tap the ""+"" button to start creating a new event."",""
""To add a contact's birthday to the calendar, I should select the ""Birthdays"" option to ensure the event is categorized correctly."",""
""To add a new birthday event, I should tap the ""Event"" button to proceed with adding the details."""
calendar,calendar_c47d189d,change the snooze time to 30 min,True,11,,,"""To change the snooze time, I should first access the settings or options related to alarms or events. Tapping the ""+"" button might allow me to create a new alarm or event where I can set the snooze time."",""
""To set a snooze time, I should explore the ""Event"" option, as it might allow setting alarms or reminders with snooze options."",""
""To change the snooze time, I need to find an option related to snooze settings. This might be under the time settings or in a separate menu."",""
""To proceed with setting the snooze time, I need to confirm the current time setting and look for snooze options."",""
""To change the snooze time to 30 minutes, I need to tap on the ""10 minutes before"" option to adjust the reminder settings."",""
""To change the snooze time to 30 minutes, I need to select the ""30 minutes before"" option."",""
""To complete the task, I should save the changes made to the snooze time."",""
""To complete the task, I need to save the event. The save button is labeled with the number 2."",""
""The snooze time is already set to 30 minutes, and the task of changing it to 30 minutes is complete. I should save the changes."",""
""To complete the task, I need to save the changes made to the snooze time."",""
""To complete the task, I need to save the changes made to the snooze time by tapping the save button."""
calendar,calendar_d607ebfb,"create a new event, the task is 'laundry', save it",False,20,,,"""To create a new event, I should look for an option to add or create an event. The element labeled 5 might be a menu or options button."",""
""To create a new event, I need to find an option related to adding or creating events. The current menu does not show an option for creating a new event. I should explore further options or menus."",""
""To create a new event, I need to find an option related to adding a new event. The current menu does not show an option for adding a regular event, so I should swipe up to explore more options."",""
""To create a new event, I need to find an option related to adding or creating events. The current menu does not show an option for creating a new event, so I should swipe up to see more options."",""
""To create a new event, I should look for an option related to adding or creating events. The current menu does not show such an option, so I should swipe up again to explore more options."",""
""To create a new event, I need to explore more options. I should swipe up again to see if there are additional options for adding a new event."",""
""I need to swipe up on the menu to explore more options that might include creating a new event."",""
""To create a new event, I need to find an option related to adding or creating events. The current menu does not show an option for adding a regular event. I should swipe up again to explore more options."",""
""To create a new event, I need to find an option related to adding or creating events. The current menu does not show an option for adding a regular event. I should swipe up to explore more options."",""
""To find the option to create a new event, I should swipe up on the menu to reveal more options."",""
""I need to swipe up again to explore more options in the menu to find the option to create a new event."",""
""I need to continue exploring the menu to find the option to create a new event. I should swipe up again to reveal more options."",""
""To find the option to create a new event, I should continue swiping up on the menu to explore more options."",""
""To find the option to create a new event, I should continue swiping up to reveal more menu options."",""
""To find the option to create a new event, I should continue swiping up on the menu to explore more options."",""
""To find the option to create a new event, I should continue swiping up to reveal more menu options."",""
""To find the option to create a new event, I should continue swiping up on the menu to explore more options."",""
""To find the option to create a new event, I should continue swiping up on the menu to reveal more options."",""
""I need to continue exploring the menu to find the option to create a new event. I should swipe up again to reveal more options."",""
""I need to continue exploring the menu options to find the option to create a new event."""
calendar,calendar_d91f8aa3,search the task 'homework',True,5,,,"""To search for the task 'homework', I should tap the search icon to activate the search function."",""
""To search for the task ""homework,"" I need to input the text ""homework"" into the search bar."",""
""To complete the search, I should confirm the input by tapping the checkmark button."",""
""To complete the task of searching for ""homework,"" I should confirm the event details by tapping the checkmark icon."",""
""To complete the task, I need to select one of the options to update the event. I will choose ""Update all occurrences"" to ensure all instances of the event are updated."""
calendar,calendar_e8b601c4,change the event reminder sound of Calendar app to adara,False,20,,,"""To change the event reminder sound, I should access the settings or options menu. The menu button labeled with the number 5 is likely to provide access to settings."",""
""To change the event reminder sound, I need to access the settings. I should tap on the ""Settings"" option."",""
""To change the event reminder sound, I need to select a reminder option. I should tap on the ""No reminder"" option to see if it allows me to change the sound."",""
""To change the event reminder sound to ""adara,"" I need to find an option that allows me to select or customize the reminder sound. The ""Custom"" option might provide more settings, including sound options."",""
""To proceed with changing the event reminder sound, I need to confirm the current settings by tapping ""OK"" to move forward."",""
""To proceed with changing the event reminder sound, I need to confirm the custom settings by tapping ""OK."""",""
""To change the event reminder sound, I need to access the settings or options menu. The three-dot menu (labeled 5) might provide access to additional settings."",""
""To change the event reminder sound, I need to access the settings. I should tap on the ""Settings"" option."",""
""To proceed with changing the event reminder sound, I need to confirm the current settings by tapping ""OK."""",""
""To change the event reminder sound, I need to access the settings menu. The three-dot menu is likely to contain additional options, including settings."",""
""To change the event reminder sound, I need to access the settings. I should tap on the ""Settings"" option."",""
""To change the event reminder sound, I need to select the reminder option, which is currently set to ""No reminder."""",""
""To change the event reminder sound to ""adara,"" I need to find an option related to sound settings. The current screen is for selecting reminder times, so I should look for a sound option elsewhere."",""
""To proceed with changing the event reminder sound, I need to exit this dialog by tapping ""Cancel"" or ""OK"" to return to the previous settings menu."",""
""To change the event reminder sound to ""adara,"" I need to find an option to change the reminder sound, which is not visible here. I should exit this dialog and look for sound settings."",""
""To proceed with changing the event reminder sound, I need to access the settings menu again. I should tap the three-dot menu to find the settings option."",""
""To change the event reminder sound, I need to access the settings. I should tap on the ""Settings"" option."",""
""To change the event reminder sound, I need to exit this dialog and find the option to change the reminder sound in the settings."",""
""To change the event reminder sound, I need to access the settings menu. The three-dot menu (labeled 5) should provide access to settings."",""
""To proceed with changing the event reminder sound, I need to access the settings. I should tap on the ""Settings"" option."""
calendar,calendar_eef0462c,Add the holidays of China to the calendar,False,20,,,"""To add holidays, I should first access the settings or options menu to find an option to add holidays."",""
""To proceed with adding holidays, I should tap on the ""Add holidays"" option in the menu."",""
""To add the holidays of China, I should tap on the ""Add holidays"" option."",""
""To proceed with adding the holidays of China to the calendar, I need to allow the calendar to access contacts by tapping ""ALLOW""."",""
""To add the holidays of China to the calendar, I should tap the ""+"" button to proceed with adding holidays."",""
""To add holidays, I should tap on the ""Event"" option to proceed with adding holidays to the calendar."",""
""To add the holidays of China, I should start by entering a title for the event. I will tap on the ""Title"" field to begin typing."",""
""To add the holidays of China, I need to enter the event title. I should start typing the event name using the keyboard."",""
""To continue typing ""China"" for the event name, I need to tap the ""C"" key on the keyboard."",""
""To continue typing ""China,"" I need to tap the ""h"" key."",""
""To continue typing ""China"", I need to tap the ""i"" key on the keyboard."",""
""To continue typing the event name ""China"", I need to tap the ""n"" key on the keyboard."",""
""To continue typing the event name ""China,"" I need to tap the ""n"" key on the keyboard."",""
""To correct the event title to ""China"", I need to tap the ""h"" key on the keyboard."",""
""To correct the typo and complete the word ""China,"" I need to tap the ""n"" key."",""
""I need to correct the typo in the event title by deleting the incorrect text and typing ""China."""",""
""To correct the event title, I need to delete the incorrect text by using the backspace key."",""
""To correct the event title, I should delete the incorrect text and enter the correct title for the holiday."",""
""To correct the event title, I should use the backspace key to delete the incorrect text."",""
""To correct the event title, I need to delete the incorrect text by tapping the backspace key."""
