task_name,gt_actions,candidate_actions,correct_actions,total_actions,precision,all_correct,task_completed,task_achieved,not_done_but_end,end_correctly,prefix_complete
messager_create_conversation_and_search,8,6,2,8,0.25,False,False,False,False,False,0.25
messager_make_conversation_archived,4,2,1,4,0.25,False,False,False,False,False,0.25
messager_search_contacts,2,1,2,2,1.0,True,True,True,False,True,1.0
messager_search_message,2,1,2,2,1.0,True,True,True,False,True,1.0
messager_show_archived_messages,2,8,1,8,0.125,False,False,False,False,False,0.125
messager_start_a_conversation,5,14,5,14,0.35714285714285715,False,False,True,False,True,0.35714285714285715
music_player_album_sort_by_year,4,8,4,8,0.5,False,False,True,False,True,0.5
music_player_config_equalizer,3,2,2,3,0.6666666666666666,False,False,True,False,True,0.6666666666666666
music_player_create_playlist,5,0,0,5,0.0,False,False,False,False,False,0.0
music_player_create_playlist_and_search,7,0,0,7,0.0,False,False,False,False,False,0.0
music_player_create_playlist_and_sort_desc,8,0,0,8,0.0,False,False,False,False,False,0.0
music_player_open_faq,3,5,2,5,0.4,False,False,False,False,False,0.4
music_player_open_settings,2,2,2,2,1.0,True,True,True,False,True,1.0
music_player_playlist_sort_desc,3,3,3,3,1.0,True,True,True,False,True,1.0
music_player_rescan_media,2,6,1,6,0.16666666666666666,False,False,False,False,False,0.16666666666666666
note_add,3,3,3,3,1.0,True,True,True,False,True,1.0
note_delete,7,7,6,7,0.8571428571428571,False,True,True,False,True,0.0
note_item_checked,1,2,2,2,1.0,True,True,True,False,True,1.0
note_lock,6,7,7,7,1.0,True,True,True,False,True,1.0
note_new_checklist,4,3,3,4,0.75,False,False,True,False,True,0.75
note_new_checklist_items,7,11,4,11,0.36363636363636365,False,False,False,False,False,0.09090909090909091
note_open,1,1,1,1,1.0,True,True,True,False,True,1.0
note_open_about,2,2,2,2,1.0,True,True,True,False,True,1.0
note_rename,3,6,1,6,0.16666666666666666,False,False,False,False,False,0.16666666666666666
note_search,2,3,3,3,1.0,True,True,True,False,True,1.0
recorder_bit_rate,3,3,3,3,1.0,True,True,True,False,True,1.0
recorder_delete,5,5,5,5,1.0,True,True,True,False,True,1.0
recorder_delete_all,7,7,1,7,0.14285714285714285,False,False,False,False,False,0.14285714285714285
recorder_empty_trash,3,7,1,7,0.14285714285714285,False,False,False,False,False,0.14285714285714285
recorder_extension,3,3,3,3,1.0,True,True,True,False,True,1.0
recorder_recycle_bin,1,6,0,6,0.0,False,False,False,False,False,0.0
recorder_recycle_settings,3,2,1,3,0.3333333333333333,False,False,False,False,False,0.3333333333333333
recorder_rename,5,6,6,6,1.0,False,False,False,True,False,1.0
recorder_rename_all,13,5,2,13,0.15384615384615385,False,False,False,False,False,0.15384615384615385
recorder_theme,6,13,6,13,0.46153846153846156,False,False,True,False,True,0.46153846153846156
